amount,log_amount,amount_vs_user_avg,is_high_amount,is_very_high_amount,is_extreme_amount,transactions_last_1h,transactions_last_24h,is_velocity_spike_1h,is_velocity_spike_24h,velocity_ratio,distance_from_home_km,is_international,distance_risk,international_far,hour_of_day,day_of_week,is_late_night,is_business_hours,is_weekend,card_present,merchant_risk_score,is_high_risk_merchant,online_international,failed_attempts,has_failed_attempts,many_failed_attempts,device_match,unknown_device,manual_risk_score,is_fraud
73.46,4.310262068444571,0.915,0,0,0,1,1,0,0,24.0,19.32,0,1,0,4,3,1,0,0,0,1,0,0,0,0,0,1,0,0.129,0
32.65,3.5160130560907366,0.847,0,0,0,1,1,0,0,24.0,9.66,0,0,0,4,3,1,0,0,0,1,0,0,0,0,0,1,0,0.129,0
767.04,6.643841815124715,5.62,1,1,0,2,7,0,0,6.857,16504.13,1,3,1,4,3,1,0,0,0,5,1,1,0,0,0,0,1,0.7097,1
156.5,5.059425458265688,1.276,0,0,0,1,1,0,0,24.0,23.52,0,1,0,5,3,1,0,0,0,1,0,0,1,1,0,1,0,0.129,0
449.0,6.1092475827643655,1.662,1,0,0,1,1,0,0,24.0,29.05,0,1,0,5,3,1,0,0,1,1,0,0,0,0,0,1,0,0.129,0
10.56,2.4475508632442313,0.191,0,0,0,1,1,0,0,24.0,22.82,0,1,0,5,3,1,0,0,1,2,0,0,0,0,0,1,0,0.129,0
40.79,3.732657076459824,0.187,0,0,0,1,1,0,0,24.0,5.08,0,0,0,5,3,1,0,0,0,1,0,0,0,0,0,0,1,0.2258,0
384.54,5.954644948969445,3.623,0,0,0,2,4,0,0,12.0,34.06,0,1,0,5,3,1,0,0,0,4,1,0,5,1,1,0,1,0.4839,1
377.01,5.934920650296115,0.867,0,0,0,1,1,0,0,24.0,31.83,0,1,0,6,3,0,0,0,1,1,0,0,1,1,0,1,0,0.0,0
325.33,5.787909139305635,1.209,0,0,0,1,1,0,0,24.0,20.19,0,1,0,6,3,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
30.19,3.440097530619712,0.083,0,0,0,1,1,0,0,24.0,39.08,0,1,0,6,3,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
46.94,3.869950229006238,1.204,0,0,0,1,1,0,0,24.0,32.12,0,1,0,6,3,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0
148.31,5.006024681538572,1.862,0,0,0,1,1,0,0,24.0,27.18,0,1,0,6,3,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
9.45,2.34660197841082,0.127,0,0,0,1,1,0,0,24.0,16.82,0,1,0,7,3,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
472.65,6.160468652321543,1.535,1,0,0,1,1,0,0,24.0,16.58,0,1,0,7,3,0,0,0,1,1,0,0,1,1,0,1,0,0.0,0
16.24,2.847232265235547,0.261,0,0,0,1,1,0,0,24.0,9.36,0,0,0,7,3,0,0,0,1,1,0,0,0,0,0,0,1,0.0968,0
158.36,5.071165793836288,1.249,0,0,0,1,1,0,0,24.0,22.04,0,1,0,7,3,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
7.73,2.166765369851511,0.075,0,0,0,1,1,0,0,24.0,23.81,0,1,0,8,3,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
66.65,4.214347354616797,0.176,0,0,0,1,1,0,0,24.0,16.32,0,1,0,8,3,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
398.74,5.990814335766395,1.216,1,0,0,1,2,0,0,12.0,31.51,0,1,0,8,3,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
286.88,5.662543726639604,0.622,0,0,0,1,1,0,0,24.0,25.16,0,1,0,8,3,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
215.86,5.379251984044036,1.614,0,0,0,1,1,0,0,24.0,12.17,0,1,0,8,3,0,0,0,0,2,0,0,0,0,0,1,0,0.0,0
160.22,5.082769891855455,0.725,0,0,0,1,1,0,0,24.0,35.38,0,1,0,8,3,0,0,0,1,1,0,0,1,1,0,1,0,0.0,0
495.6,6.207784873074067,1.211,1,0,0,1,1,0,0,24.0,37.37,0,1,0,9,3,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0
386.73,5.960309221100326,1.955,0,0,0,1,1,0,0,24.0,24.88,0,1,0,9,3,0,1,0,1,2,0,0,0,0,0,0,1,0.0968,0
39.07,3.6906279246480533,1.27,0,0,0,1,1,0,0,24.0,28.26,0,1,0,9,3,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0
90.19,4.512945241945574,1.239,0,0,0,1,1,0,0,24.0,31.87,0,1,0,9,3,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0
242.04,5.493226038847463,1.098,0,0,0,1,2,0,0,12.0,21.08,0,1,0,10,3,0,1,0,1,2,0,0,1,1,0,1,0,0.0,0
43.5,3.7954891891721947,0.108,0,0,0,1,1,0,0,24.0,17.34,0,1,0,10,3,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
218.8,5.392718041969521,0.701,0,0,0,1,1,0,0,24.0,28.52,0,1,0,10,3,0,1,0,1,2,0,0,0,0,0,1,0,0.0,0
122.02,4.812346943780222,0.275,0,0,0,1,1,0,0,24.0,23.23,0,1,0,10,3,0,1,0,1,2,0,0,0,0,0,0,1,0.0968,0
191.29,5.259004649162495,1.158,0,0,0,1,1,0,0,24.0,30.78,0,1,0,11,3,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
119.28,4.789822358120328,0.538,0,0,0,1,1,0,0,24.0,26.14,0,1,0,11,3,0,1,0,1,2,0,0,0,0,0,0,1,0.0968,0
137.97,4.9342580824984905,0.38,0,0,0,1,2,0,0,12.0,19.64,0,1,0,11,3,0,1,0,1,2,0,0,0,0,0,1,0,0.0,0
686.54,6.533120009666412,1.587,1,0,0,1,1,0,0,24.0,36.21,0,1,0,11,3,0,1,0,1,1,0,0,0,0,0,0,1,0.0968,0
223.24,5.412716906856533,1.039,0,0,0,1,1,0,0,24.0,14.25,0,1,0,11,3,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
196.77,5.287104739333934,0.89,0,0,0,1,1,0,0,24.0,26.61,0,1,0,12,3,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0
613.48,6.420776381690427,1.253,1,0,0,1,1,0,0,24.0,28.4,0,1,0,12,3,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
144.32,4.978938207353001,1.283,0,0,0,1,1,0,0,24.0,16.67,0,1,0,12,3,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
279.68,5.637215230384088,1.124,0,0,0,1,1,0,0,24.0,8.12,0,0,0,12,3,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
390.17,5.96914224810349,0.95,0,0,0,1,1,0,0,24.0,24.43,0,1,0,13,3,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
412.61,6.0249235008516475,0.969,1,0,0,1,1,0,0,24.0,9.38,0,0,0,13,3,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
652.95,6.483030895935161,1.311,1,0,0,1,1,0,0,24.0,29.47,0,1,0,13,3,0,1,0,1,2,0,0,0,0,0,1,0,0.0,0
407.48,6.012442953493173,0.967,1,0,0,1,1,0,0,24.0,26.89,0,1,0,13,3,0,1,0,0,1,0,0,0,0,0,0,1,0.0968,0
317.45,5.763465476817375,0.888,0,0,0,1,1,0,0,24.0,15.75,0,1,0,13,3,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
167.4,5.126342101808226,0.623,0,0,0,1,1,0,0,24.0,35.55,0,1,0,14,3,0,1,0,1,2,0,0,0,0,0,0,1,0.0968,0
26.41,3.3109079103146946,0.376,0,0,0,1,1,0,0,24.0,8.46,0,0,0,14,3,0,1,0,1,2,0,0,0,0,0,1,0,0.0,0
88.05,4.489198009735671,0.319,0,0,0,1,1,0,0,24.0,15.09,0,1,0,14,3,0,1,0,1,2,0,0,1,1,0,1,0,0.0,0
329.27,5.799910501750421,0.721,0,0,0,1,1,0,0,24.0,23.63,0,1,0,14,3,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
179.45,5.195453731088797,1.179,0,0,0,1,1,0,0,24.0,26.39,0,1,0,15,3,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0
53.34,3.9952606039982017,0.985,0,0,0,1,1,0,0,24.0,34.67,0,1,0,15,3,0,1,0,1,2,0,0,0,0,0,1,0,0.0,0
206.81,5.336624200702623,0.879,0,0,0,1,1,0,0,24.0,29.85,0,1,0,15,3,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
255.64,5.54767432467815,0.553,0,0,0,1,1,0,0,24.0,33.5,0,1,0,15,3,0,1,0,0,2,0,0,0,0,0,1,0,0.0,0
235.73,5.466920251201053,1.003,0,0,0,1,1,0,0,24.0,32.92,0,1,0,15,3,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
23.23,3.1875915348284343,0.136,0,0,0,1,1,0,0,24.0,25.05,0,1,0,16,3,0,1,0,0,2,0,0,0,0,0,1,0,0.0,0
81.79,4.416307281150715,1.368,0,0,0,1,1,0,0,24.0,34.09,0,1,0,16,3,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
27.42,3.3470931226689546,0.469,0,0,0,1,1,0,0,24.0,30.82,0,1,0,16,3,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0
124.14,4.829433110570218,0.761,0,0,0,1,1,0,0,24.0,22.05,0,1,0,16,3,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
193.75,5.271716684750857,0.434,0,0,0,1,1,0,0,24.0,17.33,0,1,0,17,3,0,1,0,0,2,0,0,0,0,0,1,0,0.0,0
184.93,5.225370258791972,1.852,0,0,0,1,1,0,0,24.0,19.56,0,1,0,17,3,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
367.46,5.909332157569363,0.974,0,0,0,1,1,0,0,24.0,22.56,0,1,0,17,3,0,1,0,1,1,0,0,1,1,0,0,1,0.0968,0
338.12,5.826354027044382,1.207,0,0,0,1,1,0,0,24.0,5.1,0,0,0,17,3,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
134.53,4.909193018027924,1.343,0,0,0,1,1,0,0,24.0,9.43,0,0,0,18,3,0,0,0,1,2,0,0,0,0,0,1,0,0.0,0
295.11,5.69073100691147,1.339,0,0,0,1,2,0,0,12.0,29.54,0,1,0,18,3,0,0,0,1,2,0,0,0,0,0,0,1,0.0968,0
180.13,5.199215005504826,1.058,0,0,0,1,1,0,0,24.0,27.16,0,1,0,18,3,0,0,0,0,2,0,0,0,0,0,1,0,0.0,0
186.26,5.232498025510743,0.76,0,0,0,1,1,0,0,24.0,23.23,0,1,0,18,3,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
677.83,6.5203707280228365,1.807,1,0,0,1,1,0,0,24.0,6.11,0,0,0,19,3,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
47.92,3.890186310818972,1.098,0,0,0,1,1,0,0,24.0,21.75,0,1,0,19,3,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
333.16,5.81161992018892,1.1,0,0,0,1,1,0,0,24.0,14.68,0,1,0,19,3,0,0,0,0,2,0,0,0,0,0,1,0,0.0,0
334.39,5.8152940337985335,1.225,0,0,0,1,1,0,0,24.0,27.9,0,1,0,19,3,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
186.12,5.2317501222759235,0.386,0,0,0,1,1,0,0,24.0,34.36,0,1,0,20,3,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
88.07,4.489422577443778,0.386,0,0,0,1,1,0,0,24.0,13.43,0,1,0,20,3,0,0,0,1,2,0,0,0,0,0,1,0,0.0,0
343.82,5.843022541747705,0.855,0,0,0,1,2,0,0,12.0,11.5,0,1,0,20,3,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
225.03,5.420667733825497,1.325,0,0,0,1,1,0,0,24.0,9.8,0,0,0,20,3,0,0,0,1,2,0,0,0,0,0,1,0,0.0,0
68.27,4.238011912034514,0.972,0,0,0,1,2,0,0,12.0,37.38,0,1,0,20,3,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
429.48,6.064900865181165,0.973,1,0,0,1,1,0,0,24.0,28.99,0,1,0,21,3,0,0,0,1,1,0,0,1,1,0,1,0,0.0,0
185.93,5.23073421522424,1.439,0,0,0,1,1,0,0,24.0,16.23,0,1,0,21,3,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0
206.23,5.3338292875493964,1.184,0,0,0,1,1,0,0,24.0,18.91,0,1,0,21,3,0,0,0,1,2,0,0,0,0,0,1,0,0.0,0
266.03,5.58736101163895,1.012,0,0,0,1,1,0,0,24.0,30.34,0,1,0,21,3,0,0,0,0,1,0,0,0,0,0,0,1,0.0968,0
381.95,5.947904432355602,1.267,0,0,0,1,1,0,0,24.0,11.74,0,1,0,21,3,0,0,0,1,1,0,0,1,1,0,1,0,0.0,0
591.26,6.383945727657852,1.27,1,0,0,1,1,0,0,24.0,27.1,0,1,0,22,3,0,0,0,1,1,0,0,1,1,0,1,0,0.0,0
86.8,4.475061500641071,1.436,0,0,0,1,1,0,0,24.0,14.67,0,1,0,22,3,0,0,0,0,2,0,0,0,0,0,1,0,0.0,0
188.45,5.24412513746461,1.55,0,0,0,1,1,0,0,24.0,37.45,0,1,0,22,3,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
70.02,4.262961527514942,0.756,0,0,0,1,1,0,0,24.0,22.82,0,1,0,22,3,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0
253.34,5.5386719545926,0.928,0,0,0,1,2,0,0,12.0,27.02,0,1,0,22,3,0,0,0,1,2,0,0,0,0,0,1,0,0.0,0
115.85,4.760891060984867,0.366,0,0,0,1,1,0,0,24.0,25.83,0,1,0,23,3,0,0,0,0,2,0,0,1,1,0,0,1,0.0968,0
363.57,5.898718576906392,1.354,0,0,0,1,2,0,0,12.0,17.74,0,1,0,23,3,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
372.1,5.921846480227112,1.528,0,0,0,1,1,0,0,24.0,28.62,0,1,0,23,3,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
125.47,4.840005125891885,1.382,0,0,0,1,1,0,0,24.0,19.93,0,1,0,23,3,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
206.46,5.334938550003682,0.432,0,0,0,1,1,0,0,24.0,10.11,0,1,0,0,4,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
72.89,4.302577500800556,0.983,0,0,0,1,1,0,0,24.0,20.93,0,1,0,0,4,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
450.24,6.1119993487367195,1.874,1,0,0,1,1,0,0,24.0,22.88,0,1,0,0,4,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
253.8,5.540478923698008,0.859,0,0,0,1,1,0,0,24.0,20.31,0,1,0,0,4,0,0,0,1,2,0,0,0,0,0,0,1,0.0968,0
155.88,5.055481181888091,0.698,0,0,0,1,1,0,0,24.0,21.6,0,1,0,1,4,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
219.89,5.397664840048735,1.067,0,0,0,1,1,0,0,24.0,26.38,0,1,0,1,4,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
73.61,4.312274546483423,1.442,0,0,0,1,1,0,0,24.0,32.37,0,1,0,1,4,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
445.72,6.101932000133953,1.227,1,0,0,1,2,0,0,12.0,22.78,0,1,0,1,4,0,0,0,0,1,0,0,1,1,0,0,1,0.0968,0
502.32,6.221226150723767,1.424,1,0,0,1,1,0,0,24.0,34.49,0,1,0,1,4,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
77.8,4.366912996863833,1.437,0,0,0,1,2,0,0,12.0,19.25,0,1,0,2,4,1,0,0,1,1,0,0,0,0,0,1,0,0.129,0
328.17,5.796574334638172,0.943,0,0,0,1,1,0,0,24.0,27.04,0,1,0,2,4,1,0,0,1,2,0,0,0,0,0,1,0,0.129,0
479.7,6.175243374899915,1.025,1,0,0,1,1,0,0,24.0,9.2,0,0,0,2,4,1,0,0,0,2,0,0,0,0,0,1,0,0.129,0
129.0,4.867534450455582,0.897,0,0,0,1,1,0,0,24.0,29.8,0,1,0,2,4,1,0,0,0,1,0,0,0,0,0,1,0,0.129,0
43.66,3.799078246412012,0.74,0,0,0,1,1,0,0,24.0,22.37,0,1,0,2,4,1,0,0,1,1,0,0,0,0,0,0,1,0.2258,0
277.0,5.627621113690637,0.709,0,0,0,1,1,0,0,24.0,12.6,0,1,0,3,4,1,0,0,0,1,0,0,0,0,0,1,0,0.129,0
99.97,4.614823443016229,0.574,0,0,0,1,2,0,0,12.0,30.88,0,1,0,3,4,1,0,0,1,1,0,0,0,0,0,1,0,0.129,0
407.1,6.01151224241176,0.846,1,0,0,1,1,0,0,24.0,13.39,0,1,0,3,4,1,0,0,0,1,0,0,0,0,0,1,0,0.129,0
110.22,4.711510221759418,0.265,0,0,0,1,1,0,0,24.0,18.81,0,1,0,3,4,1,0,0,1,1,0,0,0,0,0,1,0,0.129,0
43.44,3.7941399647714293,0.692,0,0,0,1,1,0,0,24.0,7.08,0,0,0,3,4,1,0,0,0,2,0,0,0,0,0,1,0,0.129,0
407.61,6.012761155897063,0.815,1,0,0,1,1,0,0,24.0,38.17,0,1,0,4,4,1,0,0,0,2,0,0,0,0,0,1,0,0.129,0
439.02,6.086820180424735,1.228,1,0,0,1,1,0,0,24.0,24.73,0,1,0,4,4,1,0,0,0,1,0,0,0,0,0,1,0,0.129,0
305.92,5.726587127309465,0.66,0,0,0,1,1,0,0,24.0,28.11,0,1,0,4,4,1,0,0,1,2,0,0,0,0,0,1,0,0.129,0
274.29,5.617825087478658,0.569,0,0,0,1,1,0,0,24.0,37.51,0,1,0,4,4,1,0,0,1,1,0,0,0,0,0,1,0,0.129,0
287.09,5.663272931317991,0.778,0,0,0,1,1,0,0,24.0,32.18,0,1,0,5,4,1,0,0,1,2,0,0,0,0,0,0,1,0.2258,0
169.49,5.13867664397714,1.071,0,0,0,1,1,0,0,24.0,20.28,0,1,0,5,4,1,0,0,1,1,0,0,0,0,0,1,0,0.129,0
128.83,4.866225902372162,0.525,0,0,0,1,1,0,0,24.0,34.0,0,1,0,5,4,1,0,0,0,1,0,0,0,0,0,1,0,0.129,0
466.44,6.1472709982461815,0.956,1,0,0,1,1,0,0,24.0,28.08,0,1,0,5,4,1,0,0,0,1,0,0,0,0,0,1,0,0.129,0
373.58,5.925805398301708,1.501,0,0,0,1,2,0,0,12.0,31.03,0,1,0,5,4,1,0,0,1,1,0,0,0,0,0,1,0,0.129,0
0.42,0.3506568716131694,0.002,0,0,0,1,1,0,0,24.0,35.72,0,1,0,6,4,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
590.13,6.382035959376142,1.532,1,0,0,1,1,0,0,24.0,31.41,0,1,0,6,4,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
5.48,1.8687205103641833,0.027,0,0,0,1,1,0,0,24.0,12.12,0,1,0,6,4,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
967.78,6.876037547930002,1.95,1,1,0,1,1,0,0,24.0,14.78,0,1,0,6,4,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0
352.9,5.869014387351418,0.978,0,0,0,1,1,0,0,24.0,12.33,0,1,0,7,4,0,0,0,1,1,0,0,0,0,0,0,1,0.0968,0
476.39,6.1683337668902025,1.25,1,0,0,1,1,0,0,24.0,18.65,0,1,0,7,4,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
174.81,5.169403866454698,1.398,0,0,0,1,1,0,0,24.0,32.22,0,1,0,7,4,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
437.13,6.082515669991923,0.957,1,0,0,1,1,0,0,24.0,24.39,0,1,0,7,4,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
246.07,5.50967169728727,1.607,0,0,0,1,1,0,0,24.0,15.35,0,1,0,7,4,0,0,0,1,1,0,0,0,0,0,0,1,0.0968,0
27.07,3.334701390373791,0.266,0,0,0,1,1,0,0,24.0,13.99,0,1,0,8,4,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0
324.98,5.786836029791487,1.041,0,0,0,1,2,0,0,12.0,11.45,0,1,0,8,4,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0
765.43,6.641743369940647,1.587,1,1,0,1,1,0,0,24.0,14.47,0,1,0,8,4,0,0,0,1,2,0,0,0,0,0,1,0,0.0,0
495.76,6.208107012079831,1.206,1,0,0,1,1,0,0,24.0,10.21,0,1,0,8,4,0,0,0,0,1,0,0,1,1,0,0,1,0.0968,0
390.92,5.9710577373303195,0.871,0,0,0,1,1,0,0,24.0,32.62,0,1,0,8,4,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0
372.88,5.923934890314382,1.386,0,0,0,1,1,0,0,24.0,16.75,0,1,0,9,4,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
170.94,5.147145578746298,0.989,0,0,0,1,1,0,0,24.0,27.43,0,1,0,9,4,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
633.97,6.453577753682166,2.059,1,0,0,1,1,0,0,24.0,10.96,0,1,0,9,4,0,1,0,1,1,0,0,1,1,0,1,0,0.0,0
236.38,5.469662232628359,1.328,0,0,0,1,1,0,0,24.0,7.66,0,0,0,9,4,0,1,0,1,1,0,0,0,0,0,0,1,0.0968,0
3713.93,8.220115114444054,8.859,1,1,1,4,13,0,0,7.385,3954.64,1,3,1,10,4,0,1,0,0,5,1,1,4,1,1,0,1,0.8387,1
460.9,6.13534841743656,1.669,1,0,0,1,1,0,0,24.0,18.21,0,1,0,10,4,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0
269.93,5.601860484930817,0.754,0,0,0,1,1,0,0,24.0,5.93,0,0,0,10,4,0,1,0,1,2,0,0,0,0,0,1,0,0.0,0
429.33,6.064552356215148,1.021,1,0,0,1,1,0,0,24.0,25.07,0,1,0,10,4,0,1,0,1,1,0,0,0,0,0,0,1,0.0968,0
25.65,3.2827891506118534,0.502,0,0,0,1,2,0,0,12.0,20.08,0,1,0,10,4,0,1,0,1,1,0,0,0,0,0,0,1,0.0968,0
481.21,6.1783797038149055,1.028,1,0,0,1,1,0,0,24.0,18.53,0,1,0,11,4,0,1,0,1,2,0,0,0,0,0,1,0,0.0,0
345.73,5.848546379088794,1.715,0,0,0,1,1,0,0,24.0,21.82,0,1,0,11,4,0,1,0,1,2,0,0,0,0,0,0,1,0.0968,0
267.31,5.592143028447777,0.636,0,0,0,1,1,0,0,24.0,8.03,0,0,0,11,4,0,1,0,1,1,0,0,0,0,0,0,1,0.0968,0
272.86,5.612617026904088,0.906,0,0,0,1,1,0,0,24.0,19.56,0,1,0,11,4,0,1,0,1,2,0,0,0,0,0,1,0,0.0,0
74.82,4.328362110088189,1.801,0,0,0,1,1,0,0,24.0,18.04,0,1,0,11,4,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
106.6,4.678420647727684,1.587,0,0,0,1,1,0,0,24.0,5.01,0,0,0,12,4,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
91.89,4.53141599739943,0.765,0,0,0,1,1,0,0,24.0,2.41,0,0,0,12,4,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0
567.24,6.342543864689555,1.582,1,0,0,1,1,0,0,24.0,34.75,0,1,0,12,4,0,1,0,1,2,0,0,0,0,0,1,0,0.0,0
60.09,4.112348186661675,0.353,0,0,0,1,2,0,0,12.0,16.58,0,1,0,12,4,0,1,0,1,1,0,0,0,0,0,0,1,0.0968,0
175.85,5.17530191565149,0.801,0,0,0,1,1,0,0,24.0,30.11,0,1,0,13,4,0,1,0,0,1,0,0,1,1,0,1,0,0.0,0
357.59,5.8821796745579995,0.777,0,0,0,1,1,0,0,24.0,25.15,0,1,0,13,4,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
225.54,5.422921529772568,1.203,0,0,0,1,1,0,0,24.0,25.03,0,1,0,13,4,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
423.03,6.049804207445942,1.405,1,0,0,1,1,0,0,24.0,16.95,0,1,0,13,4,0,1,0,1,2,0,0,0,0,0,1,0,0.0,0
414.09,6.0284953641882275,0.869,1,0,0,1,1,0,0,24.0,15.2,0,1,0,13,4,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
219.6,5.396351106819402,0.656,0,0,0,1,1,0,0,24.0,27.23,0,1,0,14,4,0,1,0,0,2,0,0,0,0,0,1,0,0.0,0
367.57,5.909630652883846,0.823,0,0,0,1,1,0,0,24.0,21.02,0,1,0,14,4,0,1,0,1,2,0,0,1,1,0,1,0,0.0,0
101.38,4.628691381029437,0.735,0,0,0,1,1,0,0,24.0,26.81,0,1,0,14,4,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
700.32,6.552964273601928,1.521,1,1,0,1,1,0,0,24.0,24.66,0,1,0,14,4,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0
33.98,3.554776469590456,0.336,0,0,0,1,1,0,0,24.0,34.44,0,1,0,15,4,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0
743.58,6.612820301018787,1.632,1,1,0,1,1,0,0,24.0,15.85,0,1,0,15,4,0,1,0,1,2,0,0,0,0,0,1,0,0.0,0
424.55,6.05338244992297,1.21,1,0,0,1,1,0,0,24.0,33.04,0,1,0,15,4,0,1,0,1,1,0,0,1,1,0,0,1,0.0968,0
234.26,5.460691285532295,1.169,0,0,0,1,1,0,0,24.0,24.39,0,1,0,15,4,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
258.33,5.558101381957238,0.574,0,0,0,1,1,0,0,24.0,12.36,0,1,0,15,4,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0
394.27,5.979569075694915,1.274,1,0,0,1,1,0,0,24.0,36.34,0,1,0,16,4,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
214.02,5.370731047057082,0.796,0,0,0,1,1,0,0,24.0,26.65,0,1,0,16,4,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0
555.11,6.3209661164091075,1.345,1,0,0,1,1,0,0,24.0,23.71,0,1,0,16,4,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
88.69,4.496359280129911,1.276,0,0,0,1,1,0,0,24.0,20.8,0,1,0,16,4,0,1,0,1,2,0,0,0,0,0,1,0,0.0,0
46.78,3.8666071418976635,0.369,0,0,0,1,1,0,0,24.0,17.08,0,1,0,16,4,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0
64.86,4.187531276948218,0.174,0,0,0,1,1,0,0,24.0,22.95,0,1,0,17,4,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
444.41,6.098995206300014,1.266,1,0,0,1,1,0,0,24.0,13.24,0,1,0,17,4,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
318.6,5.7670702138921195,0.745,0,0,0,1,1,0,0,24.0,12.29,0,1,0,17,4,0,1,0,1,2,0,0,0,0,0,1,0,0.0,0
217.67,5.3875637440622315,0.784,0,0,0,1,1,0,0,24.0,22.54,0,1,0,17,4,0,1,0,1,1,0,0,0,0,0,1,0,0.0,0
132.79,4.8962714064855275,0.663,0,0,0,1,2,0,0,12.0,26.79,0,1,0,18,4,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
100.29,4.6179876896987055,1.763,0,0,0,1,1,0,0,24.0,25.98,0,1,0,18,4,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0
51.87,3.9678360702473587,0.346,0,0,0,1,1,0,0,24.0,31.55,0,1,0,18,4,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0
